일자,코스닥,화학,종이·목재,제약,일반전기전자,의료·정밀기기,음식료·담배,운송장비·부품,섬유·의류,비금속,기계·장비,금속,IT H/W,IT S/W & SVC,통신방송서비스,유통,운송,오락·문화,금융,건설,제조업,IT부품,반도체,정보기기,통신장비,컴퓨터서비스,소프트웨어,디지털컨텐츠,인터넷,방송서비스,통신서비스,기타제조,출판·매체복제,기타서비스
2016/03/07,672.21,2453.25,6331.79,7070.64,632.29,2057.99,10095.03,5049.71,410.01,28644.36,502.1,2156.23,395.88,1883.7,1632.12,539.12,4781.71,528.69,764.93,87.74,2122.96,703.19,932.47,19.82,162.33,278.76,275.74,1144.57,17145.26,5216.62,967.37,1586.71,4733.69,2316.4
2016/03/04,673.84,2413.56,6411.99,7200.17,628.88,2091.58,10083.56,5053.19,379.31,28608.14,502.49,2105.53,398.58,1876.19,1629.35,535.92,4779.39,525.52,763.31,87.07,2130.81,701.78,944.8,19.8,163.75,277.89,275.73,1151.17,16811.92,5198.87,971.51,1535.84,4711.51,2343.58
2016/03/03,669.01,2390.61,6304.03,7160.95,626.34,2102.59,9966.34,4985.23,329.36,28068.75,496.38,2094.39,396.22,1860.61,1636.28,532.95,4746.79,524.79,764.17,85.96,2109.74,695.57,942.78,19.6,161.99,277.3,275.26,1142.81,16509.51,5236.36,965.61,1509.12,4699.01,2341.54
2016/03/02,662.25,2364.38,6369.37,7010.14,628.91,2102.24,9932.63,4958.9,284.52,28252.83,498.2,2060.26,396.65,1843.49,1632.72,530.78,4754.17,518.07,765.26,85.23,2081.99,691.49,950.71,19.37,161.37,275.41,275.71,1139.88,16028.14,5230.78,959.72,1511.77,4805.7,2263.14
2016/02/29,651.62,2323.82,6445.0,6741.97,619.74,2101.76,9819.17,4936.69,281.74,27759.95,496.8,2045.74,393.47,1822.51,1638.41,517.16,4744.78,510.51,752.46,84.92,2038.74,686.7,940.08,18.9,162.57,272.38,273.98,1128.51,15727.65,5242.14,967.54,1461.32,4783.63,2210.38
2016/02/26,649.3,2322.08,6309.58,6743.07,617.67,2101.69,9764.96,4918.92,289.69,27963.4,496.85,2021.5,390.29,1811.85,1613.14,515.57,4707.54,506.9,752.1,85.2,2036.94,682.65,928.26,18.94,162.5,272.67,274.74,1116.26,15553.81,5158.83,954.23,1469.45,4773.76,2215.45
2016/02/25,646.27,2322.38,6163.18,6700.92,610.71,2102.03,9776.6,4881.93,282.43,27996.37,492.41,2014.53,388.08,1806.47,1618.77,513.42,4657.99,504.83,744.19,84.57,2026.73,680.22,921.22,18.54,162.82,272.5,273.96,1106.13,15613.77,5189.93,949.02,1466.2,4813.29,2201.09
2016/02/24,643.98,2294.88,6132.16,6618.49,612.67,2110.62,9774.75,4851.65,285.27,27863.35,489.78,2005.14,387.14,1813.45,1613.06,512.91,4702.6,507.22,746.81,85.4,2011.04,677.45,915.55,18.72,164.53,273.52,272.12,1118.22,15722.36,5159.09,953.85,1465.63,4687.64,2190.26
2016/02/23,642.31,2295.15,6116.41,6632.15,611.54,2104.36,9895.78,4818.06,287.17,27882.22,484.88,1992.25,382.43,1810.16,1620.06,512.19,4719.48,504.32,745.08,85.93,2011.35,675.05,896.21,18.8,163.39,271.5,270.44,1110.12,15898.36,5176.88,960.99,1443.62,4826.35,2186.85
2016/02/22,650.14,2328.81,6038.1,6745.99,617.34,2125.45,9940.9,4875.83,310.09,28069.24,493.71,1993.65,385.74,1818.16,1654.9,516.99,4731.3,517.71,748.49,85.4,2039.37,677.69,908.12,18.89,164.24,275.89,274.06,1137.62,15372.36,5318.49,961.88,1456.55,4783.71,2237.49
2016/02/19,644.56,2323.92,6035.12,6652.03,613.41,2116.64,9824.27,4799.56,314.9,27791.57,488.16,1975.03,381.82,1803.96,1663.64,515.88,4750.96,516.35,729.65,85.56,2016.99,670.84,898.0,18.87,162.55,272.49,271.34,1124.11,15388.98,5359.94,958.25,1428.78,4626.13,2225.39
2016/02/18,638.43,2279.05,5836.16,6664.74,603.54,2067.09,9753.86,4795.68,316.26,27730.26,481.45,1970.26,376.94,1784.58,1615.07,517.14,4710.99,504.49,722.73,84.82,2003.51,659.89,891.45,18.08,160.53,268.16,265.79,1117.07,15325.69,5219.99,919.47,1416.2,4508.66,2205.52
2016/02/17,623.49,2254.21,5790.32,6410.79,594.14,2025.84,9690.75,4754.36,306.22,27016.66,467.04,1943.12,365.49,1753.47,1584.31,509.05,4634.37,497.51,718.88,83.09,1951.89,646.87,853.3,17.83,157.66,263.26,260.22,1088.91,15271.82,5131.74,894.67,1408.06,4466.25,2161.76
2016/02/16,634.95,2301.06,5837.4,6675.54,598.62,2082.15,10049.78,4766.72,317.58,27099.76,466.96,1943.79,366.17,1777.9,1628.85,518.12,4708.65,510.41,727.7,83.42,2000.96,649.75,856.25,17.86,156.11,266.4,263.85,1095.47,15642.71,5276.24,919.67,1401.78,4523.71,2213.9
2016/02/15,621.37,2237.5,5749.75,6452.02,588.13,2031.75,9581.55,4683.43,315.23,26932.82,459.05,1924.96,359.37,1743.94,1610.08,512.33,4532.16,497.32,722.98,82.83,1947.47,636.77,838.98,17.59,154.39,260.52,258.53,1075.85,15351.18,5196.38,922.15,1378.09,4350.87,2175.78
2016/02/12,608.45,2204.2,5655.52,6388.28,574.32,1981.03,9694.57,4518.29,314.62,26348.86,445.5,1861.0,348.55,1710.14,1579.43,499.77,4419.46,492.55,702.03,80.66,1915.57,618.29,812.77,16.95,150.36,253.3,249.73,1053.05,15362.07,5152.65,866.77,1346.59,4315.36,2117.5
2016/02/11,647.69,2371.26,5940.63,7123.58,602.59,2108.46,10554.78,4731.3,322.44,27294.83,461.74,1918.97,365.13,1814.07,1620.44,525.56,4679.96,518.05,720.57,83.81,2067.17,648.29,847.78,17.76,159.47,264.46,265.78,1105.63,16506.36,5257.74,908.93,1437.72,4482.07,2278.29
2016/02/05,681.31,2498.72,6198.3,7551.77,631.2,2190.0,10770.99,4952.88,343.0,28093.16,477.61,1997.69,383.68,1925.68,1708.73,549.06,4918.87,551.02,745.02,87.3,2168.6,678.34,899.94,18.46,164.09,274.7,285.36,1155.23,17733.73,5556.53,950.02,1498.17,4607.05,2415.1
2016/02/04,683.62,2503.88,6241.97,7624.12,628.72,2193.13,10613.24,4959.16,342.32,27965.1,477.56,1989.63,382.98,1927.47,1770.39,547.74,4868.33,546.19,750.4,86.99,2175.95,673.36,904.6,18.11,162.95,270.92,287.35,1153.81,17753.96,5787.66,963.31,1484.29,4606.12,2450.64
2016/02/03,680.94,2489.8,5910.33,7697.71,628.07,2215.35,10337.8,4940.81,354.85,27959.61,479.87,1951.24,380.6,1917.96,1722.03,540.76,4817.68,531.32,727.06,85.4,2180.18,668.76,898.32,17.99,162.66,267.98,284.6,1151.2,17724.74,5646.02,925.72,1444.92,4516.0,2464.58
2016/02/02,684.86,2497.26,5859.4,7685.16,639.07,2233.23,10439.2,4947.61,342.44,28526.58,488.35,1974.67,383.33,1936.53,1722.98,549.73,4891.13,531.17,725.37,86.18,2187.95,671.84,907.58,18.22,162.61,270.19,288.04,1170.01,17727.25,5622.06,944.78,1457.55,4575.59,2481.76
2016/02/01,685.55,2525.2,5846.66,7687.71,647.13,2212.17,10300.38,4974.96,328.66,28638.59,492.8,1986.02,382.99,1941.94,1740.16,553.85,4856.17,538.79,724.24,85.08,2189.08,671.72,906.62,18.05,162.82,273.86,286.9,1171.09,17886.84,5679.06,953.56,1424.34,4586.74,2464.0
2016/01/29,682.8,2519.67,5834.69,7502.25,643.53,2196.44,10269.35,5065.62,354.64,27501.39,486.85,1996.52,379.12,1957.67,1755.75,558.27,4880.43,546.59,721.46,87.06,2163.42,670.24,885.2,18.0,165.69,274.33,289.13,1192.19,17866.54,5644.44,1020.69,1422.69,4433.16,2477.25
2016/01/28,681.29,2514.3,5826.53,7487.31,634.76,2182.8,10289.56,5042.28,349.03,27090.24,483.07,1984.61,378.39,1950.03,1781.85,557.24,4828.0,550.81,721.31,86.02,2154.59,665.85,886.26,18.07,165.06,276.7,289.25,1174.81,17879.03,5653.27,1087.28,1413.69,4430.47,2475.71
2016/01/27,675.25,2494.28,5762.54,7365.93,628.51,2183.77,10179.17,4971.61,349.71,26803.58,479.72,1980.17,375.89,1932.99,1773.02,550.46,4803.16,549.96,720.33,85.52,2131.81,663.53,882.85,17.89,161.26,274.73,281.86,1178.97,17771.72,5588.34,1107.2,1400.82,4433.12,2452.29
2016/01/26,678.85,2510.62,5817.29,7536.14,628.62,2202.13,10181.96,4968.59,333.62,26493.6,480.36,1972.53,376.05,1953.0,1745.5,549.49,4762.12,553.35,717.19,85.64,2151.77,664.04,882.69,17.88,161.62,271.67,281.76,1193.9,18201.17,5575.87,1039.12,1377.84,4338.54,2462.34
2016/01/25,681.43,2536.49,5857.22,7520.33,637.27,2155.54,10277.57,5106.77,290.87,27385.49,488.47,1977.7,380.64,1950.12,1769.07,554.29,4811.13,555.68,727.23,87.1,2151.0,672.24,893.0,17.9,164.5,276.15,283.12,1171.04,18344.23,5624.36,1071.53,1374.61,4262.19,2474.49
2016/01/22,670.95,2464.87,5780.35,7402.67,627.57,2119.64,10161.34,5038.7,298.04,27056.56,477.41,1976.88,374.96,1937.67,1717.65,539.48,4684.25,548.96,720.1,83.67,2117.35,663.63,878.26,17.66,162.04,274.24,279.47,1166.32,18297.8,5418.17,1069.64,1364.69,4135.96,2442.23
2016/01/21,665.84,2431.6,5730.59,7475.88,622.91,2112.32,10168.23,4992.54,307.1,26674.48,475.23,1923.04,373.27,1878.92,1708.75,534.32,4625.66,538.83,721.62,84.04,2115.51,655.78,880.05,17.59,160.43,269.13,273.64,1103.38,17999.83,5379.42,1071.4,1358.86,3963.16,2414.04
2016/01/20,669.68,2432.09,5818.52,7516.87,623.59,2126.08,10241.64,5080.22,270.36,26896.78,477.48,1930.52,374.96,1894.72,1731.66,541.49,4620.97,539.46,728.99,89.59,2121.75,657.3,884.46,17.76,161.45,269.21,277.1,1113.33,18103.96,5419.95,1107.41,1357.07,3954.16,2415.31
2016/01/19,681.25,2516.85,6054.41,7516.39,640.5,2140.98,10429.28,5159.11,278.72,27730.98,491.29,2003.75,382.87,1949.59,1726.43,544.6,4819.64,561.19,744.81,91.79,2149.92,673.66,896.23,18.22,167.65,275.99,288.55,1138.79,18547.74,5437.74,1080.67,1382.5,4002.76,2457.77
2016/01/18,683.63,2540.92,6151.87,7508.13,652.47,2113.28,10286.06,5191.48,284.51,27771.18,493.14,2015.75,384.26,1963.97,1689.69,536.46,4978.79,557.67,746.8,111.03,2152.92,677.91,898.8,18.02,168.53,277.51,287.83,1149.58,18831.05,5397.35,1006.08,1370.97,4108.01,2456.1
2016/01/15,678.43,2553.26,6244.39,7045.77,655.36,2098.01,10339.46,5196.83,292.89,28358.27,492.29,2017.84,385.76,1969.97,1682.26,538.13,5023.16,560.37,752.16,131.73,2099.13,682.32,902.66,17.85,168.66,277.56,290.11,1135.44,19121.37,5377.03,999.31,1397.2,4229.47,2415.0
2016/01/14,683.19,2614.42,6262.53,7178.48,663.32,2091.31,10406.26,5232.7,307.98,28555.37,490.05,2036.65,387.64,1998.75,1701.33,546.86,5016.09,560.44,754.21,102.52,2129.04,691.43,901.91,17.63,170.44,275.15,294.59,1166.26,19249.96,5425.42,1019.23,1409.14,4501.37,2452.95
2016/01/13,686.03,2637.97,6188.39,7229.17,668.2,2101.64,10508.47,5234.72,313.31,29186.78,483.45,2053.04,383.21,2027.58,1710.31,555.78,5087.1,569.17,748.42,102.04,2141.59,690.73,878.59,17.77,171.64,278.01,300.56,1185.63,19394.31,5429.06,1041.75,1428.02,4628.94,2454.38
2016/01/12,671.3,2593.62,5955.48,6984.52,653.71,2060.72,10292.15,5082.11,312.28,28799.16,472.05,2024.35,376.95,1991.19,1650.05,551.69,5005.36,556.53,720.53,98.84,2087.88,681.42,861.39,17.63,169.04,274.03,295.15,1174.58,18852.39,5215.41,1020.36,1410.84,4657.67,2408.14
2016/01/11,674.96,2608.57,6002.32,7098.66,660.33,2077.69,10162.61,5114.44,321.24,29308.4,471.83,2034.57,378.99,1989.34,1639.77,550.99,5032.53,556.13,714.72,99.09,2108.16,679.91,872.85,17.6,168.98,275.04,298.3,1172.86,18609.96,5168.73,1023.73,1404.75,4661.34,2432.12
2016/01/08,682.56,2646.54,6016.31,7107.69,662.09,2115.1,10313.51,5222.8,280.13,29763.9,482.41,2077.63,386.67,2011.66,1673.89,560.54,5166.83,564.19,719.13,100.59,2119.76,688.44,897.04,17.68,172.21,276.89,304.28,1183.39,18720.18,5246.7,1065.28,1427.15,4472.86,2461.98
2016/01/07,679.66,2639.46,5876.52,6893.78,663.33,2079.09,10209.75,5247.27,297.36,29923.27,483.23,2088.41,387.06,2025.9,1695.04,559.84,5149.33,568.7,724.81,100.35,2092.9,691.42,895.71,17.84,172.01,279.99,303.9,1191.81,18991.36,5348.47,1054.44,1458.04,4524.17,2443.09
2016/01/06,687.27,2656.54,5922.17,6939.97,673.98,2104.49,10150.06,5359.64,315.95,30059.75,486.9,2126.81,394.37,2046.23,1704.67,565.44,5170.28,573.85,740.5,102.31,2111.47,703.14,915.81,18.02,174.49,277.5,305.43,1207.18,19307.89,5384.02,1056.89,1471.47,4411.89,2468.8
2016/01/05,684.07,2633.99,6034.47,6764.18,679.39,2070.31,10011.66,5392.71,345.76,30090.49,486.71,2143.45,394.89,2049.31,1695.12,556.63,5234.94,582.3,744.1,103.31,2091.74,703.35,915.86,18.08,175.77,280.4,308.14,1214.97,19050.07,5338.75,1061.33,1496.3,4503.16,2448.25
2016/01/04,677.79,2622.59,6022.02,6647.0,685.0,2061.76,9670.32,5365.46,363.66,30130.96,485.26,2110.62,390.25,2031.57,1672.12,557.8,5216.4,578.97,746.26,102.8,2071.36,693.21,904.27,18.25,174.15,277.56,305.4,1212.0,18765.8,5315.24,1013.41,1490.03,4485.56,2420.03
2015/12/30,682.35,2651.56,6202.85,6557.38,692.04,2034.08,9880.15,5413.48,315.25,30900.32,491.7,2141.46,395.62,2050.75,1695.89,569.73,5323.01,588.9,751.8,104.49,2067.37,700.21,919.55,18.57,175.94,278.25,308.68,1227.6,18878.97,5401.94,1020.17,1528.18,4749.68,2446.76
2015/12/29,673.22,2631.75,6204.64,6473.47,685.84,2001.27,9658.26,5404.78,272.11,30193.47,486.79,2117.44,390.92,2005.2,1678.46,564.7,5326.66,580.34,751.71,103.7,2037.93,692.39,907.58,18.51,173.71,274.14,302.75,1191.04,18527.02,5332.73,1019.09,1523.84,4724.03,2436.73
2015/12/28,652.05,2567.45,6232.28,5982.99,677.75,1907.88,9377.29,5287.48,268.56,30029.72,476.99,2094.69,384.14,1957.29,1643.62,556.97,5318.43,568.52,746.15,102.81,1947.91,682.93,888.52,18.42,170.53,270.38,294.75,1159.53,18138.18,5211.22,1005.33,1505.62,4623.21,2329.16
2015/12/24,656.53,2563.66,6080.72,6019.6,678.68,1917.84,9456.12,5304.3,324.95,29907.63,475.63,2100.77,385.71,1976.59,1671.85,559.5,5395.23,573.57,750.85,104.2,1961.63,684.85,889.94,18.32,173.85,273.2,299.45,1174.57,18139.45,5329.86,1002.65,1529.78,4598.02,2331.44
2015/12/23,659.6,2564.2,6053.46,6089.32,682.69,1938.16,9434.73,5307.62,331.05,30020.69,479.82,2090.86,386.56,1981.83,1688.85,561.79,5336.8,571.82,758.24,104.46,1974.72,689.48,890.86,18.23,173.49,271.25,298.73,1184.12,18215.12,5404.01,999.16,1537.26,4618.45,2343.27
2015/12/22,663.42,2558.27,5955.05,6195.11,681.99,1965.04,9407.72,5311.5,332.99,29780.26,481.23,2105.03,386.76,1993.87,1715.95,561.07,5270.06,577.96,752.76,103.96,1991.98,692.68,887.07,18.21,174.73,270.55,301.25,1193.71,18281.18,5499.6,1009.11,1543.23,4694.54,2358.16
2015/12/21,668.65,2599.44,6019.64,6263.81,686.46,1999.45,9532.33,5329.36,342.21,30270.39,482.76,2086.96,390.3,1997.44,1727.91,568.58,5245.27,582.0,756.26,106.95,2011.91,698.9,892.84,18.6,177.23,270.11,297.74,1208.06,18367.11,5506.29,1037.84,1553.72,4789.18,2353.8
2015/12/18,667.45,2584.19,6048.58,6294.08,688.3,1982.76,9537.66,5302.29,346.2,29859.36,482.1,2066.38,388.3,1985.21,1728.06,566.31,5204.79,585.86,751.2,107.18,2010.33,698.77,882.7,18.42,178.22,267.51,292.85,1206.47,18359.19,5507.36,1037.53,1537.3,4782.79,2369.98
2015/12/17,658.11,2566.79,5826.65,6118.82,687.58,1961.58,9343.93,5253.14,342.49,29966.84,476.62,2043.03,383.76,1965.82,1710.82,558.61,5140.73,581.49,741.91,105.88,1974.19,690.97,872.79,18.24,175.51,263.44,286.95,1203.73,18235.67,5442.07,1034.25,1520.23,4625.81,2341.21
2015/12/16,647.27,2510.08,5578.02,6041.57,676.39,1927.62,8945.54,5130.15,331.4,29561.65,467.69,2007.78,376.21,1944.23,1704.03,542.21,5079.84,571.44,740.91,101.75,1938.66,677.09,854.79,17.65,173.56,259.38,282.38,1189.16,18166.44,5436.43,1019.21,1508.95,4530.83,2331.16
2015/12/15,639.78,2451.49,5511.99,5997.43,665.4,1911.72,8837.74,5101.99,328.44,29447.01,461.03,1974.74,371.09,1913.49,1689.46,540.65,5028.29,567.03,739.08,99.18,1917.47,666.77,841.85,17.34,173.02,257.14,280.65,1168.02,17719.41,5418.47,990.97,1481.24,4479.45,2305.01
2015/12/14,630.37,2413.02,5462.96,5823.62,656.4,1890.63,8749.65,5059.99,325.16,29232.84,455.45,1966.15,365.99,1896.07,1689.28,531.91,4947.03,558.85,724.76,98.54,1882.02,658.42,829.47,17.19,170.38,256.39,277.39,1154.37,17626.47,5430.04,982.55,1459.44,4378.98,2270.27
2015/12/11,653.48,2526.27,5753.39,6034.23,688.0,1954.98,8975.17,5236.78,347.94,29895.89,472.11,2024.79,380.99,1971.11,1730.46,547.54,5112.2,584.37,743.47,98.74,1951.43,690.04,859.62,17.96,176.82,269.2,286.36,1202.74,18355.8,5514.99,1038.95,1503.02,4559.79,2354.53
2015/12/10,658.08,2542.02,5857.36,6210.76,672.4,1966.34,8947.25,5303.15,345.59,30124.85,477.66,2037.79,381.3,1966.2,1750.22,552.49,5132.28,589.4,732.77,99.26,1977.67,691.45,861.8,17.77,176.19,266.76,285.15,1202.12,18330.05,5604.44,1032.68,1485.41,4397.25,2367.31
2015/12/09,664.08,2563.06,5880.02,6277.32,684.12,2011.98,8944.28,5310.69,345.64,30472.62,481.95,2059.84,383.0,1991.96,1755.37,560.33,5381.96,588.71,735.57,99.59,1995.27,691.12,864.98,17.69,180.04,266.85,287.56,1208.54,18871.69,5601.23,1049.22,1487.2,4250.34,2411.62
2015/12/08,668.42,2563.66,5767.29,6351.33,689.48,1993.05,8985.71,5359.76,356.68,30807.71,487.98,2071.35,384.58,2019.13,1727.94,564.95,5411.83,594.58,744.29,97.5,2009.87,693.89,872.21,17.62,178.9,269.95,291.09,1226.81,19131.58,5461.47,1068.61,1512.94,4252.11,2429.92
2015/12/07,683.34,2615.9,5916.38,6580.05,701.32,2008.62,9259.71,5411.41,364.18,31587.16,498.89,2110.87,389.73,2059.98,1761.2,577.18,5573.2,615.58,757.87,99.45,2061.68,704.27,885.03,17.88,179.79,274.82,297.36,1257.87,19396.51,5555.5,1096.78,1537.03,4396.26,2495.26
2015/12/04,685.77,2653.79,6026.91,6715.76,702.55,1988.35,9332.36,5376.32,363.98,31789.21,494.86,2110.82,389.3,2048.35,1735.47,582.99,5590.33,616.24,753.59,101.31,2078.71,705.23,879.61,17.87,181.46,276.66,297.15,1239.99,19325.82,5460.46,1090.26,1542.88,4358.9,2523.51
2015/12/03,690.77,2672.25,6020.02,6815.11,700.49,1970.33,9466.41,5350.18,363.14,32056.83,495.86,2122.85,390.3,2069.95,1739.65,584.79,5658.97,622.9,751.9,102.23,2094.74,705.49,881.47,17.82,183.43,276.96,300.54,1244.82,19702.17,5457.0,1104.26,1566.46,4449.15,2562.2
2015/12/02,690.32,2678.78,6006.27,6802.75,696.82,1968.7,9543.77,5289.88,357.99,31788.17,497.57,2124.7,388.96,2070.92,1752.84,589.96,5727.0,622.91,743.67,102.16,2092.0,700.03,877.92,17.92,184.48,280.39,301.77,1246.49,19568.58,5495.49,1114.61,1573.23,4429.12,2551.58
2015/12/01,691.95,2690.94,6074.04,6781.67,700.35,1954.08,9679.76,5260.42,363.06,32193.78,499.82,2120.18,390.26,2076.56,1775.04,595.36,5767.9,625.83,743.66,103.19,2092.7,704.5,882.96,18.16,181.76,280.51,303.16,1252.62,19550.82,5546.05,1141.78,1586.52,4491.43,2543.91
2015/11/30,688.38,2678.35,6145.22,6712.16,699.76,1936.68,9775.97,5193.26,366.44,32354.28,498.03,2102.03,386.79,2080.89,1783.74,600.31,5594.89,628.7,745.54,104.77,2080.21,697.88,872.71,18.01,181.95,281.08,303.77,1248.83,19704.25,5505.66,1193.65,1588.03,4571.64,2462.94
2015/11/27,694.21,2700.6,6390.2,6823.58,707.41,1944.01,9881.18,5235.13,375.69,32674.59,505.31,2120.81,390.4,2075.75,1778.95,604.51,5685.27,634.25,754.2,106.3,2105.23,702.23,881.22,18.22,184.54,284.44,303.71,1265.31,19204.39,5465.54,1207.8,1615.44,4474.64,2495.34
2015/11/26,693.42,2685.36,6514.02,6844.63,709.08,1951.74,9859.11,5230.02,366.17,32441.95,506.93,2099.82,393.23,2052.2,1745.78,603.87,5632.24,630.69,761.86,107.04,2106.23,707.12,887.87,18.54,185.2,283.5,303.08,1253.05,18738.99,5388.82,1168.03,1614.63,4488.14,2490.15
2015/11/25,688.78,2665.38,6486.73,6811.19,708.53,1956.72,9902.91,5205.16,365.05,32644.74,502.0,2065.54,387.11,2028.2,1741.67,600.21,5540.54,636.48,760.36,107.24,2096.23,703.19,864.21,18.53,183.57,279.38,301.0,1229.06,18606.35,5340.72,1189.54,1621.29,4468.41,2492.74
2015/11/24,687.86,2647.71,6309.94,6812.35,695.15,1942.11,9863.86,5246.49,374.22,32678.71,501.54,2059.34,386.36,2035.84,1732.65,598.27,5522.89,632.56,757.35,107.58,2092.18,700.65,859.89,18.7,184.98,281.61,298.21,1244.85,18702.21,5324.31,1175.65,1630.1,4442.1,2490.78
2015/11/23,688.29,2611.69,6383.61,6888.36,683.36,1927.1,9662.59,5315.85,376.3,32702.67,497.65,2046.83,386.25,2049.68,1734.04,599.17,5468.03,628.78,754.66,107.03,2095.09,694.11,864.26,18.76,185.5,284.62,297.91,1255.74,18910.37,5301.19,1195.37,1636.73,4465.61,2467.83
2015/11/20,685.16,2604.57,6418.07,6819.86,688.49,1910.88,9741.0,5153.93,378.91,32711.48,497.66,2052.68,386.02,2050.54,1724.63,597.25,5561.44,620.86,752.81,106.78,2078.82,690.49,867.58,18.52,185.6,284.05,296.7,1250.69,19108.71,5276.2,1186.3,1653.66,4219.2,2457.17
2015/11/19,680.57,2591.12,6365.51,6817.81,678.6,1893.6,9694.39,5173.3,380.13,32276.72,491.27,2044.09,381.59,2032.18,1731.58,591.53,5561.94,616.04,744.89,104.83,2069.93,682.26,854.9,18.34,185.34,280.32,292.78,1239.65,19032.3,5337.47,1163.66,1636.92,4166.59,2446.24
2015/11/18,670.67,2539.57,6351.34,6619.36,666.78,1876.04,9450.78,5044.51,365.14,31898.91,486.2,2027.55,375.65,2016.47,1726.04,586.54,5491.5,614.31,730.83,103.96,2026.4,672.16,840.14,17.96,183.44,277.28,289.65,1227.22,19002.22,5352.79,1137.75,1652.67,4098.89,2430.57
2015/11/17,672.17,2559.32,6381.45,6617.22,670.72,1887.71,9516.56,5054.19,363.01,31533.84,488.21,2017.6,376.97,2030.07,1696.6,584.61,5378.71,612.36,730.8,104.54,2028.76,671.36,840.09,18.09,187.76,278.65,291.19,1241.6,19059.16,5173.77,1178.43,1681.45,4017.67,2467.66
2015/11/16,659.2,2522.91,6378.82,6443.4,657.01,1866.02,9349.08,5051.41,351.02,31395.06,481.7,1977.47,368.87,1998.46,1666.22,572.19,5147.07,594.09,719.83,103.17,1991.44,657.89,820.53,17.83,183.71,274.95,283.56,1214.85,19068.05,5144.62,1113.84,1627.26,4010.41,2415.01
2015/11/13,670.52,2552.31,6534.46,6417.2,670.1,1889.87,9669.08,5210.5,372.63,31746.76,486.68,2022.06,374.7,2066.59,1689.97,588.14,5276.52,614.95,729.03,104.5,2009.91,672.84,828.55,18.13,187.03,278.26,289.7,1275.56,19705.56,5186.72,1151.11,1656.62,4058.98,2452.0
2015/11/12,672.99,2570.02,6677.44,6413.07,683.21,1911.68,9839.61,5268.72,381.54,31464.94,488.6,2024.32,375.97,2067.75,1676.77,593.71,5463.71,617.53,741.03,106.07,2016.0,677.19,833.65,18.25,184.67,280.91,292.1,1271.63,19617.11,5136.21,1148.97,1670.68,3845.33,2475.47
2015/11/11,667.21,2548.86,6483.17,6315.23,671.36,1891.37,9858.94,5254.93,381.15,30899.57,480.07,1987.37,375.16,2039.05,1707.39,581.18,5412.05,628.63,741.8,105.62,1991.48,674.56,829.15,18.09,187.17,277.97,289.58,1287.8,18654.61,5249.43,1156.64,1667.64,3898.24,2444.74
2015/11/10,656.7,2496.4,6339.92,6125.53,655.52,1869.25,9556.93,5218.36,374.67,30716.25,471.91,1966.86,369.04,2011.99,1716.66,580.32,5346.45,629.73,736.67,102.61,1952.03,661.0,817.51,18.07,183.5,275.26,284.02,1265.04,18592.28,5308.26,1142.14,1682.71,4040.86,2372.92
2015/11/09,671.84,2555.04,6700.4,6214.23,667.92,1903.15,9713.83,5318.93,379.2,31456.97,477.82,1997.8,376.29,2087.28,1761.73,588.18,5417.26,651.84,753.62,104.68,1988.14,672.49,839.23,18.42,184.31,284.89,294.67,1325.62,19071.16,5404.71,1201.54,1703.63,4313.95,2444.11
2015/11/06,694.21,2652.56,6769.87,6420.96,696.05,2010.75,10117.85,5495.99,391.79,32638.04,493.78,2071.54,385.92,2183.3,1786.22,601.62,5665.33,668.49,776.43,109.59,2060.39,694.66,863.26,18.83,184.53,294.53,307.6,1395.93,19884.85,5479.3,1218.61,1762.54,4432.52,2521.74
2015/11/05,694.43,2676.83,6943.67,6241.99,704.82,2007.1,10202.49,5470.96,403.98,33360.54,492.88,2105.42,389.89,2195.33,1824.15,609.02,5837.13,665.48,776.97,109.61,2046.0,702.14,872.7,19.08,185.65,292.97,311.74,1398.16,19992.91,5546.7,1278.0,1777.28,4493.9,2482.57
2015/11/04,686.18,2658.91,7000.62,6091.85,708.21,1971.09,10183.95,5424.67,408.71,33649.59,495.23,2097.61,387.31,2155.5,1799.27,598.48,5830.13,658.93,783.35,108.91,2021.66,698.33,868.7,18.8,183.26,292.32,309.33,1378.35,19257.85,5476.8,1256.65,1764.21,4429.46,2451.12
2015/11/03,682.13,2650.21,6989.61,5947.84,715.39,1981.13,10200.56,5410.75,416.92,33775.06,490.51,2099.01,386.92,2148.69,1757.67,594.93,5491.48,660.05,783.54,109.17,2005.32,697.98,865.78,19.09,183.18,291.89,308.34,1398.96,18802.66,5439.79,1166.21,1760.32,4603.55,2436.67
2015/11/02,680.01,2689.52,7055.91,5932.6,715.75,1977.45,10236.35,5354.82,422.14,33837.0,490.72,2087.91,384.73,2148.18,1779.25,585.07,5535.15,651.73,760.64,109.85,2004.15,694.84,864.22,19.08,179.09,290.58,310.2,1388.13,18863.61,5519.57,1171.61,1754.53,4540.26,2422.63
2015/10/30,683.63,2702.42,7127.36,5986.63,715.48,1969.46,10280.13,5369.43,437.01,34109.54,489.96,2124.95,385.6,2179.27,1723.09,596.59,5461.86,648.64,768.96,108.12,2016.02,699.96,861.38,18.97,181.06,295.71,311.28,1416.31,19204.32,5361.57,1123.53,1777.86,4517.78,2441.04
